1, -1024.422149394047, -1024.422149394047
2, -1082.3382222594394, -1038.901167610395
3, -1118.376601327706, -1055.6947494846297
4, -1069.8216607517088, -1056.94315698482
5, -1790.364966449192, -1072.9544454121428
6, -1369.1038866683273, -1107.834481399572
7, -1678.9969055687513, -1158.633942687284
8, -1246.2034627853852, -1160.4084483209253
9, -1542.1505021864396, -1189.83491494188
10, -1407.4507017568228, -1204.4318421168514
11, -1610.9920579489483, -1229.3352445872229
12, -1455.3335641610906, -1242.187767698489
13, -1530.5762168264273, -1257.7013635206715
14, -1559.869261986369, -1272.7345431913614
15, -1527.3999146631609, -1284.5749496023104
16, -1686.9251038751797, -1300.9450532412352
17, -1676.660530947011, -1315.675055794937
18, -1638.4149646952505, -1328.0052341911362
19, -1710.8704555900779, -1341.3235581980302
20, -1747.6161259330083, -1354.5107327775847
21, -1557.1056518009377, -1361.0164075490677
22, -1740.833979396696, -1372.4110247442736
23, -1429.1006857648458, -1372.1898941798597
24, -1352.421734187571, -1368.1984138460482
25, -1433.5159091770852, -1368.4712436290365
26, -1447.2510697958398, -1369.3433968644204
27, -1491.1222364660384, -1371.8493054460037
28, -1412.2365815205744, -1371.2196593955168
29, -1360.131956941428, -1368.4981658011027
30, -1706.7895060761352, -1375.9124061009477
31, -1391.1371744722605, -1374.435053341844
32, -1214.2493385548275, -1365.28092545853
33, -1210.0420544714975, -1356.632875591554
34, -1281.926877331759, -1351.801976505611
35, -1231.1930950958988, -1345.185791197113
36, -1171.175711765997, -1336.4017084322313
37, -1213.4162749978802, -1330.0272098371627
38, -1145.405521479905, -1321.2310507070345
39, -1177.768603525332, -1314.3534970367266
40, -1373.8369924419328, -1314.443501218541
41, -1430.5434375051213, -1315.988524866521
42, -1185.4921068355632, -1310.1012204757478
43, -1105.0665277790913, -1301.522034526449
44, -1181.5525987257142, -1296.2505670839228
45, -1127.0341758908542, -1289.371434318729
46, -1229.7495358398621, -1286.22145257766
47, -1133.8253988161969, -1280.207443686148
48, -1249.8776631131711, -1278.0111762372312
49, -1183.3128513310953, -1274.0417963412906
50, -1099.6179732151754, -1267.6761351422722
51, -987.0598472992718, -1266.2879150956574
52, -1154.1176259167976, -1268.5812416574681
53, -1003.2726899204486, -1264.6046531797713
54, -991.1715664620182, -1261.800455206611
55, -1199.2152968170597, -1253.508059044274
56, -1075.8187299557192, -1245.803972263144
57, -986.4985041373312, -1231.498212732342
58, -1196.9954908100224, -1230.247028199694
59, -1113.899747246315, -1221.5484294476164
60, -1110.2795660314587, -1214.6723943304737
61, -784.0622837556033, -1193.7525989987755
62, -947.3419153377968, -1181.3561238363716
63, -784.6216664684836, -1162.2605048686876
64, -749.6107401955265, -1142.0887452955842
65, -712.8249573262366, -1121.3518322421965
66, -631.7912712546437, -1096.998280695445
67, -754.4462716794546, -1078.3937942985658
68, -745.8451490769858, -1060.2102204130574
69, -474.3952311631607, -1031.443580325353
70, -753.8317562838507, -1014.9601669476001
71, -713.9228134659999, -997.9535283102917
72, -750.8961510712272, -982.8342739205849
73, -630.3711971855794, -964.585627799463
74, -629.0476319912917, -947.4483333388104
75, -510.3643014781518, -925.5752489523325
76, -871.043859271451, -916.2078374957885
77, -763.2111454330152, -903.90478383257
78, -514.0964113097326, -883.7745095050311
79, -513.91820015508, -864.5712611660479
80, -634.7636869754718, -850.3254952285354
81, -127.79065190988571, -815.3107535757133
82, -616.3096363225789, -802.6279247203515
83, -128.13907432499266, -771.2010026091123
84, -128.7101145730609, -740.4821030964114
85, -246.36968425013416, -716.182315784326
86, -517.8846711101069, -702.5590643477608
87, -481.9303851911659, -687.6871028168732
88, -375.0542351906749, -670.3304912219187
89, -496.6129372821531, -656.8768933520947
90, -239.58720162761273, -634.051461700657
91, -485.2600590733165, -620.0146787341649
92, -125.90669040997939, -595.0955692727078
93, -123.68322285896845, -571.4784670211144
94, -123.58240403424222, -547.9281246883206
95, -487.14526372367607, -536.9191181826085
96, -249.14501555066292, -518.5740042006607
97, -507.6003123888678, -508.7010940732829
98, -362.35399882952004, -494.7982380844037
99, -240.95885330748567, -477.8833168341838
100, -126.21118969183783, -457.97548862549934
101, -127.80426083243219, -439.4085867559422
102, -501.9429275764923, -431.18012161028435
103, -126.71271052034298, -413.26792406382685
104, -125.69971421672982, -395.88306367265113
105, -126.25844759712128, -378.62320711207576
106, -124.10818139902257, -362.05742681771426
107, -127.2734085346981, -346.41242005331503
108, -555.2919746853197, -342.21126907052883
109, -493.4729356274085, -337.2792145104103
110, -0.630399865064715, -319.2166496722872
111, -123.52650380762269, -306.3414076115391
112, -240.75094577997112, -296.90892562252236
113, -248.19047077876775, -288.4160174603845
114, -246.5408749509605, -280.32159662677077
115, -573.2480477903828, -278.9773647649821
116, -523.1803965720372, -277.6498327779789
117, -251.89450734025132, -270.0785660220364
118, -247.52822055163602, -262.7041507910943
119, -241.47822580522774, -257.899604858057
120, -620.3643332891052, -257.1510158722763
121, -247.14452990188798, -250.35821223132427
122, -374.3557325483439, -246.55668264634483
123, -124.3484699764789, -237.22936990807767
124, -244.9406274873712, -231.45038861118218
125, -123.27500553295502, -223.4862769470742
126, -905.8948584850572, -223.21614974404054
127, -614.7298996493378, -222.93960957401185
128, -248.02347767214766, -218.444574286116
129, -240.5207281743566, -213.85484347857854
130, -494.5997688152487, -212.8966486559467
131, -1037.94664407591, -219.23936197774398
132, -121.92520992976736, -210.4405985896189
133, -123.07857934103325, -210.29396366230895
134, -1.031045535210356, -206.24916326126345
135, -1062.3498227363386, -210.69485194989915
