1, -1816.2261819056084, -1816.2261819056084
2, -1496.1050072838914, -1576.1353009393208
3, -947.0259328355761, -1240.320880284688
4, -1204.0918881201062, -1203.5769409811135
5, -1282.459631589887, -1203.074035994834
6, -1382.9024048674898, -1221.2764494280284
7, -1370.426172193961, -1233.3831748687617
8, -1365.2693108926546, -1242.39064830765
9, -1658.8709193443358, -1272.626449711529
10, -1472.40661208184, -1286.1665579963426
11, -1806.6839827807398, -1313.6358672772199
12, -1801.3829806935782, -1338.929672944178
13, -1890.3647115942701, -1364.2062438955904
14, -1349.779538609751, -1357.0131460800167
15, -1765.033821863355, -1375.3202039355692
16, -1698.9964616114394, -1389.4028300240552
17, -1764.664806272919, -1404.4495279996981
18, -1437.01450529567, -1402.2329546072694
19, -1780.0929682323285, -1415.6688548694196
20, -1496.5975737992144, -1416.5103486632322
21, -1468.4763260657921, -1415.8593933438892
22, -1376.7390933240242, -1410.2177861612654
23, -1752.5558563039942, -1420.328437377041
24, -1476.404137812497, -1420.0643859887095
25, -1667.7711501837182, -1426.9465910981144
26, -1437.1786093678218, -1424.7204768518677
27, -1570.2790449202057, -1428.0050325458074
28, -1426.042463815277, -1425.4821820996146
29, -1728.3144781264214, -1432.6103560498682
30, -1348.9451816858796, -1426.644520177233
31, -1392.1427847463478, -1423.0608185099245
32, -1322.8129169087188, -1416.7376013558417
33, -1230.8030387291424, -1406.5457968877308
34, -1461.2427730815277, -1406.4803656561544
35, -1509.6756392971943, -1407.9160171169274
36, -1488.322763856992, -1408.6801399398278
37, -1490.6852818025122, -1409.490263853954
38, -1469.7953147427588, -1409.6848151953277
39, -1178.968525112713, -1399.0933638263375
40, -1423.9550990711784, -1398.2520579817337
41, -1297.5661779287411, -1393.3552239193496
42, -1427.6526287808956, -1392.8343854769726
43, -1344.7104880740503, -1389.9198723760207
44, -1148.7499486960353, -1380.092616083254
45, -1441.2959559742906, -1380.2768071139658
46, -1308.4472171876002, -1376.8290618133467
47, -1339.6029341679039, -1374.4729967593023
48, -1258.092076507358, -1369.8098496487617
49, -1305.5430046805545, -1366.7986428870079
50, -1185.5356908624724, -1360.2390110435554
51, -1371.1362804713276, -1354.3970055591685
52, -1344.2797462526462, -1351.123110815283
53, -1147.9400731725502, -1359.3623553742468
54, -1276.5724133590538, -1361.6396518546098
55, -1263.7619331841313, -1361.0837564318522
56, -1343.9888579082203, -1360.1168412382438
57, -1236.9392968241384, -1356.3925256754505
58, -1211.500249956705, -1352.0170600092529
59, -1027.2146776504262, -1336.1912753886784
60, -998.7603993956611, -1322.1637517925808
61, -1020.8660990890025, -1306.288806911968
62, -1258.2719265033827, -1298.7536473170135
63, -1256.1107430342556, -1291.9308129934095
64, -1268.3505100104146, -1289.9728872229268
65, -1212.6975742999339, -1282.1649716177237
66, -1152.218715272027, -1272.9504105533383
67, -1191.7106073015402, -1265.4282589989314
68, -924.9352502584953, -1250.399153462029
69, -1041.521504696, -1238.8114186244402
70, -1074.671945033206, -1229.496025390946
71, -1120.7537572220824, -1222.150825253564
72, -1121.9689798596255, -1216.2117331667241
73, -963.0124070312418, -1203.0854157996419
74, -1111.299181843672, -1195.9366106057846
75, -1169.91871943092, -1190.1121716545883
76, -1118.4701073449473, -1183.8935364566373
77, -581.0538255985714, -1153.908689886758
78, -1111.9017324922518, -1148.055400262575
79, -945.3718649192774, -1136.9190977460923
80, -976.0687966910808, -1128.2275508629818
81, -640.2116919161136, -1105.3643361858367
82, -881.232169352324, -1094.3733131975475
83, -1109.7908172399336, -1091.8188825635816
84, -1731.7778765583337, -1091.8857805054627
85, -1725.4970143120067, -1091.9665448349701
86, -990.541421451971, -1083.0123888572864
87, -864.102425122897, -1070.271812415042
88, -867.1302320134844, -1058.1115527407496
89, -1224.1168252726618, -1058.941876005283
90, -1131.9740615639378, -1054.6470121775658
91, -1021.3557090720619, -1049.134275814477
92, -760.4381140742443, -1034.0807313671303
93, -729.3794353256208, -1018.9919693674798
94, -870.6229228926503, -1011.9668025869672
95, -870.3599479294438, -1001.4882091893716
96, -790.1749580550787, -989.7693808612205
97, -876.048411520091, -980.69624109431
98, -743.5442474042636, -968.4259587937943
99, -509.88096153881304, -946.846376944129
100, -633.3673736885759, -932.3610263133598
101, -507.77885284509165, -911.3806131219695
102, -869.7591206493271, -903.2493711654881
103, -771.8912519706727, -894.7515851876913
104, -499.1098963581431, -875.3982717487437
105, -738.9792047751389, -864.9056178489213
106, -1005.010941818315, -860.5000070989817
107, -128.91496203693103, -826.2042096456518
108, -967.3116124839759, -822.4067365534053
109, -759.8051876480597, -816.428815699381
110, -1123.693505069125, -818.4690822796708
111, -990.1899074993914, -817.9062499593742
112, -750.5344894284134, -808.6704819145749
113, -981.024351337345, -804.8784440207293
114, -863.8670597322828, -798.6624729955566
115, -873.0024697075066, -793.2629669041019
116, -865.0428057743127, -788.4097488789141
117, -750.5666695205905, -780.4646351170379
118, -739.5546422740728, -776.2047296612344
119, -1100.079688004315, -777.0251305152535
120, -859.5393987963438, -773.1905367671549
121, -866.4085290779191, -768.9575207268197
122, -971.9967627952559, -766.7904132814444
123, -758.6044439619773, -762.425056933627
124, -489.31686216196664, -747.9294443703862
125, -253.9751846983257, -724.2235922641092
126, -619.0970206458876, -714.4145851050712
127, -377.9760714270702, -707.6673611236466
128, -992.9091951593953, -706.1435942391722
129, -610.6702165695361, -698.6695497536705
130, -249.78529937872125, -678.6133724664065
131, -374.89724229119264, -670.4932172788074
132, -737.4564653189868, -667.569563229836
133, -127.69155347977951, -641.8657253643898
