1, -1416.7281666011495
2, -1369.2343746855154
3, -1559.082135135541
4, -1342.0527282511255
5, -1921.618063045854
6, -1739.7482019353224
7, -1234.529092959241
8, -1364.7720202128246
9, -1637.4626447534783
10, -1260.945934942821
11, -1756.7263725245964
12, -1347.6750592146439
13, -1578.2340000683755
14, -1181.7084276963824
15, -1102.3583299331945
16, -1346.1836413518631
17, -1227.8122382217084
18, -1751.4649117482654
19, -1216.7957251369235
20, -1245.033418701353
21, -1231.0148524613826
22, -1592.06600012127
23, -1297.5829150498707
24, -1167.2721092726445
25, -1698.9806287773406
26, -1607.4381590429628
27, -1393.3740385570345
28, -1123.9029912868257
29, -1285.4162712023067
30, -1172.9859590985573
31, -1225.7634516258381
32, -1512.669468315037
33, -1361.331302121058
34, -1487.390338516064
35, -1280.9092008757245
36, -1513.8133656409955
37, -1455.188038583115
38, -1287.2059897081394
39, -1356.7375935005953
40, -1272.554053541628
41, -1125.5876462320068
42, -1301.3829467002986
43, -1404.2570428019314
44, -1395.461768884949
45, -1160.6449458857217
46, -766.0842466638408
47, -1415.2435932440353
48, -681.9448842680415
49, -1196.9470551171976
50, -1271.141411090643
51, -1302.8075706535587
52, -1305.9731482191862
53, -1265.4915745635353
54, -1278.6612867171489
55, -1046.6175989928824
56, -1086.488089258017
57, -1293.6583444531166
58, -1116.0506757808052
59, -1121.378408119686
60, -1212.3276315188637
61, -1245.2072038888234
62, -1221.1730916155777
63, -1241.7907371320482
64, -1130.854067480978
65, -1154.3918475300832
66, -1053.9884000182112
67, -867.6538560160898
68, -1000.4942177030217
69, -1130.9048815510907
70, -999.4958378414294
71, -858.4003729192318
72, -875.5585417315789
73, -856.8988006286528
74, -871.9334331623853
75, -983.2973556560273
76, -978.9831023572123
77, -872.7544239259886
78, -1127.0430892869772
79, -886.0168703636812
80, -778.6595023177736
81, -872.4543508386237
82, -1139.9329503253714
83, -552.3930618255248
84, -868.9646626922316
85, -613.3838083452846
86, -873.2109436599906
87, -992.3911694476406
88, -733.0991009410167
89, -882.9370723832485
90, -757.7166034646043
91, -637.4179594686781
92, -596.1335741222417
93, -1110.9455685706332
94, -917.6643088862253
95, -999.7262405977949
96, -921.1090977607122
97, -747.7779581025967
98, -629.7925275539325
99, -635.7155624111697
100, -890.2955693189733
101, -510.6938831788952
102, -551.7804774728982
103, -665.9867746979737
104, -740.6014673811383
105, -814.7464301811594
106, -1250.9964851869497
107, -1056.5747114839617
108, -915.2402960862253
109, -540.3060737584623
110, -634.5583454206492
111, -736.2031855130102
112, -1000.6380233984435
113, -912.8225030651289
114, -914.7660749866398
115, -1028.8915110310102
116, -887.1477317031585
117, -619.2957758967046
118, -258.14562603207787
119, -379.4508758015331
120, -255.43730306607276
121, -125.8973593748607
122, -126.5820754438113
123, -498.78975539960544
124, -763.3640512869622
125, -750.6053579421437
126, -0.1802340949085506
127, -242.8954676805529
128, -125.51544243565354
129, -375.99834054903386
130, -245.6756223917256
131, -372.2665566991508
132, -360.9907520713571
133, -493.74055971531453
134, -493.79323888910704
135, -245.90754907275772
136, -125.43320762489212
137, -247.2822971345178
138, -123.61504400430569
139, -373.65464859521035
140, -125.81441977094808
141, -503.5837907194233
142, -0.3632417492213625
143, -255.73206151710758
144, -122.26810319505653
145, -121.32175711320056
146, -245.12005154689402
147, -124.83285291146873
148, -372.9959203601018
149, -508.1047328317384
150, -357.0338929047984
151, -124.9307205272779
152, -661.7496296629967
153, -908.2814920436973
154, -239.49246633434515
155, -125.08380504236482
156, -123.13654035391876
157, -503.89364768535825
158, -526.154922020464
159, -244.84540096404479
160, -876.2696536802721
161, -1092.9686783428947
162, -241.03598246862535
163, -482.82308530821643
164, -618.4267747431005
165, -776.3504770016913
166, -124.51062023626618
167, -522.9053423977824
168, -572.1763468542606
169, -530.5252197902206
170, -612.5757440250594
171, -248.1960208992774
172, -355.9086364644801
173, -246.19886931516334
174, -379.1399689463315
175, -123.99497139024709
176, -371.4750215489568
177, -125.1350533066066
178, -241.933747540288
179, -124.19692332417256
180, -368.84069186374035
181, -484.2778516767506
182, -125.60059688697089
183, -988.760176436032
184, -595.1562785059463
185, -245.35830336175079
186, -123.35554114800351
187, -511.7830175026642
188, -125.16953702252016
189, -126.01866236210441
190, -123.09581208928748
191, -120.92004827005867
192, -541.086609587804
193, -121.40088918543526
194, -245.06032078251573
195, -249.0244770718742
196, -124.64972927993155
197, -609.9200538595012
198, -123.88665866626938
199, -119.30566436603046
200, -532.3521963097254
